transaction_id,client_id,date,heure,montant,devise,type_transaction,lieu,canal,moyen_paiement,categorie_commerce,device_utilise,score_risque_client,is_fraud
T000460,C6917,12/08/2025,04:51:41,6740.98,MAD,paiement en ligne,Marrakech,application mobile,Visa,alimentaire,ATM,5,0
T000461,C9787,12/08/2025,11:46:48,9771.22,MAD,virement,Casablanca,guichet,Visa,électronique,iOS,6,0
T000462,C1728,12/08/2025,09:37:17,1063.84,MAD,paiement en ligne,Tanger,guichet,Visa,alimentaire,Android,6,0
T000463,C2365,12/08/2025,12:34:29,132.78,MAD,paiement en ligne,Casablanca,en ligne,Visa,mode,ATM,3,0
T000464,C5492,12/08/2025,09:29:13,4364.15,MAD,paiement en ligne,Tanger,en ligne,Amex,mode,ATM,4,0
T000465,C1698,12/08/2025,05:02:15,971.62,EUR,paiement en ligne,Rabat,carte,Visa,voyage,Android,1,0
T000466,C8186,12/08/2025,06:51:13,7496.42,MAD,retrait,Marrakech,guichet,Cash,électronique,Android,4,0
T000467,C1395,12/08/2025,08:14:20,9149.76,MAD,retrait,Rabat,carte,Cash,santé,Android,1,0
T000468,C8400,13/08/2025,02:01:26,4368.51,MAD,paiement en ligne,Tanger,guichet,Amex,électronique,Web,5,0
T000469,C9082,13/08/2025,01:34:17,2624.18,MAD,paiement en ligne,Casablanca,application mobile,MasterCard,alimentaire,Web,8,0
T000470,C5171,13/08/2025,13:19:17,4372.31,EUR,paiement en ligne,Casablanca,guichet,MasterCard,mode,ATM,8,0
T000471,C5360,13/08/2025,09:24:01,7248.31,USD,paiement en ligne,Fès,guichet,Cash,alimentaire,ATM,5,0
T000472,C3502,13/08/2025,21:32:35,140.09,MAD,paiement en ligne,Casablanca,application mobile,Cash,voyage,ATM,10,0
T000473,C1717,13/08/2025,13:00:45,5915.07,EUR,retrait,Casablanca,guichet,Amex,mode,iOS,2,0
T000474,C3782,13/08/2025,15:53:45,6152.25,,virement,Tanger,carte,MasterCard,santé,Android,6,1
T000475,C5946,13/08/2025,19:02:34,6395.0,MAD,virement,,en ligne,,mode,ATM,1,0
T000476,C6486,13/08/2025,08:05:24,2458.12,MAD,virement,Rabat,en ligne,Visa,électronique,Android,7,0
T000477,C9335,13/08/2025,12:52:33,7154.82,MAD,retrait,Tanger,carte,,électronique,Web,4,0
T000478,C5980,13/08/2025,07:20:33,959.35,MAD,retrait,Fès,application mobile,Visa,mode,Android,5,0
T000479,C8266,14/08/2025,03:24:14,2032.74,EUR,paiement en ligne,Rabat,guichet,Amex,voyage,iOS,6,0
T000480,C5491,14/08/2025,03:44:11,8780.83,MAD,retrait,Marrakech,carte,Cash,électronique,iOS,1,0
T000481,C8192,14/08/2025,12:30:13,7400.3,USD,paiement en ligne,Marrakech,en ligne,Amex,électronique,Android,9,0
T000482,C6588,14/08/2025,19:17:28,186.77,,paiement en ligne,,en ligne,MasterCard,santé,iOS,10,1
T000483,C8651,14/08/2025,05:31:28,2521.34,,retrait,Rabat,carte,Cash,mode,iOS,4,0
T000484,C4636,14/08/2025,10:01:22,2183.34,EUR,paiement en ligne,Marrakech,en ligne,Visa,électronique,Web,8,0
T000485,C2167,14/08/2025,18:30:50,2744.52,MAD,paiement en ligne,Casablanca,carte,Amex,voyage,ATM,5,0
T000486,C2062,14/08/2025,04:18:33,2513.22,MAD,virement,Casablanca,en ligne,Amex,alimentaire,iOS,8,0
T000487,C3156,14/08/2025,09:24:01,672.14,EUR,paiement en ligne,Casablanca,carte,Visa,mode,ATM,1,0
T000488,C8860,14/08/2025,10:49:30,4616.46,USD,paiement en ligne,,guichet,Amex,santé,Android,8,0
T000489,C6161,14/08/2025,14:08:22,,EUR,virement,Tanger,guichet,,électronique,Android,4,0
T000490,C6305,15/08/2025,18:08:34,6086.98,EUR,retrait,Marrakech,guichet,MasterCard,voyage,iOS,2,0
T000491,C7541,15/08/2025,20:08:27,6745.07,EUR,retrait,Fès,guichet,Cash,mode,Android,6,0
T000492,C5729,15/08/2025,13:50:06,,USD,paiement en ligne,Rabat,en ligne,MasterCard,voyage,Web,2,1
T000493,C8330,15/08/2025,15:15:32,9517.33,MAD,paiement en ligne,Casablanca,application mobile,MasterCard,voyage,iOS,5,0
T000494,C6334,15/08/2025,03:03:38,8392.99,MAD,virement,Rabat,carte,Visa,santé,iOS,2,0
T000495,C9924,15/08/2025,07:16:36,8060.65,MAD,retrait,Rabat,application mobile,Amex,mode,iOS,3,0
T000496,C5330,15/08/2025,06:51:28,8238.69,MAD,retrait,Marrakech,en ligne,MasterCard,électronique,Android,6,0
T000497,C9010,15/08/2025,19:35:37,9330.47,EUR,paiement en ligne,Fès,en ligne,MasterCard,santé,Android,1,0
T000498,C7801,15/08/2025,06:49:36,5465.33,EUR,paiement en ligne,Casablanca,application mobile,MasterCard,électronique,iOS,6,0
T000499,C5846,15/08/2025,19:34:06,2042.81,MAD,virement,Casablanca,application mobile,Amex,alimentaire,ATM,3,0
T000500,C7731,15/08/2025,21:13:06,6187.0,,paiement en ligne,Casablanca,en ligne,Amex,voyage,Android,7,0
T000501,C8241,16/08/2025,04:21:04,7441.67,EUR,retrait,Rabat,en ligne,Visa,alimentaire,Android,2,0
T000502,C1953,16/08/2025,22:01:26,7392.28,MAD,paiement en ligne,Tanger,carte,,voyage,iOS,6,0
T000503,C3539,16/08/2025,20:53:37,5238.42,EUR,retrait,Fès,guichet,,santé,ATM,8,0
T000504,C8056,16/08/2025,14:20:09,731.16,MAD,virement,Tanger,guichet,Amex,électronique,iOS,1,0
T000505,C2542,16/08/2025,22:57:55,3742.57,MAD,retrait,Fès,carte,Visa,électronique,Android,9,0
T000506,C6293,16/08/2025,06:04:00,9211.63,MAD,paiement en ligne,Rabat,application mobile,MasterCard,santé,iOS,5,0
T000507,C2191,16/08/2025,12:20:25,5865.27,MAD,retrait,Casablanca,en ligne,Cash,mode,iOS,5,0
T000508,C7313,16/08/2025,17:44:20,5406.4,EUR,retrait,Tanger,application mobile,Amex,alimentaire,iOS,5,0
T000509,C7938,16/08/2025,20:17:36,2725.09,USD,paiement en ligne,Marrakech,guichet,Cash,alimentaire,ATM,6,0
T000510,C3681,16/08/2025,12:31:35,3716.07,EUR,virement,Casablanca,guichet,Amex,électronique,iOS,2,0
T000511,C2540,16/08/2025,16:34:48,8958.69,MAD,retrait,Fès,application mobile,Visa,électronique,Android,6,0
T000512,C7172,17/08/2025,10:20:51,6681.31,MAD,virement,Fès,guichet,Cash,électronique,iOS,4,1
T000513,C6541,17/08/2025,22:52:25,7884.5,EUR,retrait,Fès,en ligne,MasterCard,santé,ATM,8,0
T000514,C2365,17/08/2025,03:33:51,4570.74,,paiement en ligne,Tanger,carte,MasterCard,mode,Web,9,0
T000515,C9691,17/08/2025,15:17:39,6320.96,MAD,paiement en ligne,Fès,application mobile,Amex,alimentaire,ATM,9,0
T000516,C9702,17/08/2025,02:40:28,2521.42,MAD,paiement en ligne,Fès,en ligne,MasterCard,voyage,iOS,8,0
T000517,C8494,17/08/2025,19:28:37,7069.34,EUR,virement,Casablanca,en ligne,Cash,santé,Web,3,0
T000518,C5312,17/08/2025,09:20:41,4304.63,MAD,retrait,Casablanca,guichet,Visa,alimentaire,iOS,10,0
T000519,C2324,17/08/2025,12:48:40,4453.33,MAD,retrait,Casablanca,en ligne,Amex,mode,ATM,4,0
T000520,C4141,17/08/2025,16:55:08,6510.76,MAD,paiement en ligne,Casablanca,application mobile,Cash,santé,Web,1,0
T000521,C8419,17/08/2025,08:00:01,9365.99,MAD,paiement en ligne,Marrakech,en ligne,Amex,alimentaire,Web,9,0
T000522,C4486,17/08/2025,15:28:32,686.86,EUR,retrait,Marrakech,carte,Visa,santé,iOS,5,0
T000523,C2810,18/08/2025,09:49:57,8256.2,USD,paiement en ligne,Casablanca,en ligne,Amex,alimentaire,iOS,6,0
T000524,C7588,18/08/2025,07:20:27,2959.21,MAD,paiement en ligne,Tanger,en ligne,MasterCard,alimentaire,ATM,3,0
T000525,C3923,18/08/2025,10:54:33,4467.0,MAD,retrait,Casablanca,carte,MasterCard,mode,iOS,10,0
T000526,C6301,18/08/2025,07:58:21,268.04,MAD,paiement en ligne,Rabat,en ligne,Amex,voyage,Web,8,0
T000527,C5186,18/08/2025,07:48:14,3045.41,MAD,paiement en ligne,Casablanca,en ligne,Visa,mode,Android,7,0
T000528,C9905,18/08/2025,16:22:23,5051.18,MAD,paiement en ligne,Rabat,guichet,,alimentaire,Android,1,0
T000529,C6977,18/08/2025,12:18:04,608.95,EUR,paiement en ligne,Rabat,application mobile,MasterCard,santé,ATM,10,0
T000530,C5268,18/08/2025,11:00:22,4936.4,MAD,virement,Fès,guichet,Visa,mode,iOS,5,0
T000531,C5748,18/08/2025,04:07:12,9274.75,MAD,paiement en ligne,Rabat,application mobile,Amex,voyage,ATM,10,0
T000532,C5849,18/08/2025,07:56:22,1098.66,MAD,paiement en ligne,,carte,Cash,alimentaire,Android,9,0
T000533,C4709,18/08/2025,10:00:44,7656.19,MAD,paiement en ligne,Casablanca,carte,Amex,mode,Android,6,0
T000534,C7619,19/08/2025,18:23:34,4126.23,,retrait,Casablanca,carte,MasterCard,mode,iOS,8,0
T000535,C9647,19/08/2025,16:04:19,6568.98,MAD,paiement en ligne,Casablanca,application mobile,MasterCard,mode,Web,10,0
T000536,C4072,19/08/2025,20:39:57,2639.35,USD,retrait,Fès,application mobile,MasterCard,mode,iOS,1,0
T000537,C7530,19/08/2025,13:35:10,1636.95,MAD,paiement en ligne,Casablanca,application mobile,Visa,santé,Android,10,0
T000538,C1504,19/08/2025,19:14:18,1646.6,MAD,paiement en ligne,Tanger,carte,Amex,voyage,Web,7,0
T000539,C2214,19/08/2025,06:50:27,,EUR,paiement en ligne,Fès,application mobile,Cash,voyage,ATM,3,0
T000540,C2531,19/08/2025,18:42:57,1897.18,USD,virement,Fès,en ligne,Amex,alimentaire,Android,9,0
T000541,C8576,19/08/2025,04:04:29,6658.98,MAD,virement,Fès,guichet,,électronique,ATM,6,0
T000542,C1823,19/08/2025,21:31:07,8822.82,EUR,paiement en ligne,Casablanca,carte,Amex,santé,Web,5,0
T000543,C1928,19/08/2025,09:37:46,8150.55,MAD,retrait,Casablanca,guichet,MasterCard,alimentaire,ATM,8,1
T000544,C6029,20/08/2025,15:27:16,6867.09,MAD,virement,Rabat,en ligne,Cash,alimentaire,Android,8,0
T000545,C1133,20/08/2025,07:39:24,1148.8,MAD,paiement en ligne,Fès,application mobile,Amex,mode,iOS,3,0
T000546,C3105,20/08/2025,08:01:14,2927.42,EUR,virement,Casablanca,guichet,,électronique,ATM,2,0
T000547,C4627,20/08/2025,17:02:48,3132.58,EUR,paiement en ligne,Casablanca,en ligne,Visa,électronique,Android,2,0
T000548,C7316,20/08/2025,03:03:13,2537.07,MAD,virement,,en ligne,Amex,santé,Android,5,0
T000549,C2852,20/08/2025,08:40:24,5174.31,MAD,retrait,Casablanca,guichet,MasterCard,électronique,Web,10,0
T000550,C5910,20/08/2025,22:49:09,5378.76,EUR,virement,Tanger,carte,Cash,alimentaire,Android,7,0
T000551,C5175,20/08/2025,20:35:11,,MAD,retrait,Marrakech,guichet,Amex,électronique,iOS,8,0
T000552,C6348,20/08/2025,07:01:53,3570.2,MAD,paiement en ligne,Rabat,carte,Visa,électronique,iOS,10,0
T000553,C7190,20/08/2025,12:52:31,8294.13,EUR,virement,Casablanca,application mobile,Cash,voyage,ATM,8,0
T000554,C2256,20/08/2025,15:31:31,7903.46,EUR,paiement en ligne,Casablanca,carte,Visa,alimentaire,ATM,8,0
T000555,C4376,21/08/2025,01:10:09,3112.57,EUR,paiement en ligne,Marrakech,application mobile,Visa,électronique,ATM,10,0
T000556,C6645,21/08/2025,14:16:39,9142.2,EUR,retrait,Fès,guichet,Amex,électronique,ATM,3,0
T000557,C4486,21/08/2025,17:54:08,9530.51,MAD,retrait,Marrakech,application mobile,Visa,mode,iOS,2,0
T000558,C4584,21/08/2025,07:58:13,3301.09,EUR,virement,Tanger,en ligne,Cash,électronique,Web,4,1
T000559,C9053,21/08/2025,17:21:51,3576.53,EUR,paiement en ligne,Marrakech,application mobile,MasterCard,électronique,ATM,1,0
T000560,C4330,21/08/2025,19:20:43,5081.06,,retrait,Casablanca,carte,Amex,voyage,Web,3,0
T000561,C3703,21/08/2025,18:45:48,9414.15,MAD,retrait,Casablanca,carte,Cash,alimentaire,Android,9,0
T000562,C9662,21/08/2025,20:34:57,8769.38,MAD,paiement en ligne,Tanger,carte,Amex,santé,Android,7,1
T000563,C9120,21/08/2025,22:38:48,1070.55,MAD,paiement en ligne,Casablanca,application mobile,Visa,alimentaire,ATM,7,0
T000564,C8114,21/08/2025,11:40:46,3957.67,EUR,paiement en ligne,Casablanca,carte,Visa,mode,Android,1,0
T000565,C2353,21/08/2025,17:20:12,5556.04,EUR,paiement en ligne,Marrakech,carte,Cash,alimentaire,Web,7,1
T000566,C6063,22/08/2025,20:07:45,5056.17,MAD,virement,Rabat,en ligne,Cash,électronique,Web,10,0
T000567,C9549,22/08/2025,07:45:06,1978.94,MAD,retrait,Tanger,application mobile,MasterCard,mode,Android,7,0
T000568,C8575,22/08/2025,22:43:31,8595.23,USD,retrait,Marrakech,en ligne,Cash,alimentaire,ATM,4,0
T000569,C1667,22/08/2025,10:21:21,6785.56,MAD,virement,Casablanca,carte,,mode,Web,7,0
T000570,C5468,22/08/2025,10:24:21,8387.19,MAD,paiement en ligne,Tanger,carte,Amex,santé,Web,8,0
T000571,C7819,22/08/2025,12:17:01,8594.7,MAD,virement,Rabat,carte,Visa,alimentaire,iOS,3,0
T000572,C4719,22/08/2025,20:14:51,7496.14,MAD,paiement en ligne,Rabat,application mobile,Cash,électronique,ATM,10,0
T000573,C3745,22/08/2025,17:30:14,4420.15,MAD,virement,Rabat,guichet,MasterCard,mode,iOS,2,0
T000574,C8483,22/08/2025,18:22:23,6124.94,MAD,paiement en ligne,Casablanca,carte,Cash,voyage,Android,7,0
T000575,C1539,22/08/2025,11:12:21,1645.64,,virement,Fès,carte,Visa,mode,Android,5,0
T000576,C5964,22/08/2025,10:36:32,6752.77,MAD,paiement en ligne,Casablanca,carte,Cash,voyage,iOS,5,0
T000577,C5835,23/08/2025,02:53:18,1833.57,MAD,paiement en ligne,Rabat,carte,Amex,électronique,ATM,5,0
T000578,C4775,23/08/2025,22:28:29,6954.8,MAD,retrait,Rabat,application mobile,Visa,santé,Web,7,0
T000579,C7042,23/08/2025,06:43:46,2334.5,EUR,paiement en ligne,Marrakech,guichet,Cash,voyage,Android,9,0
T000580,C8102,23/08/2025,04:46:07,1219.64,EUR,retrait,Tanger,guichet,Amex,santé,ATM,8,0
T000581,C8312,23/08/2025,09:57:15,1694.58,MAD,paiement en ligne,Casablanca,guichet,Visa,mode,ATM,6,0
T000582,C6320,23/08/2025,07:00:43,69.82,MAD,retrait,Rabat,carte,Cash,électronique,Android,7,0
T000583,C7132,23/08/2025,04:02:00,7201.46,EUR,paiement en ligne,Rabat,carte,Amex,voyage,Android,9,0
T000584,C8891,23/08/2025,03:39:34,7337.39,MAD,paiement en ligne,Casablanca,guichet,MasterCard,mode,ATM,6,0
T000585,C3779,23/08/2025,09:33:42,5173.59,MAD,paiement en ligne,Marrakech,guichet,Amex,alimentaire,Web,1,0
T000586,C1924,23/08/2025,09:20:45,1655.56,EUR,paiement en ligne,Marrakech,carte,MasterCard,mode,iOS,4,0
T000587,C2581,23/08/2025,06:26:26,881.37,EUR,paiement en ligne,Casablanca,carte,Cash,santé,Android,8,0
T000588,C8714,24/08/2025,01:40:47,240.33,EUR,paiement en ligne,Rabat,en ligne,Amex,électronique,iOS,7,0
T000589,C4324,24/08/2025,12:08:51,1699.19,MAD,paiement en ligne,Casablanca,en ligne,MasterCard,électronique,ATM,3,0
T000590,C6713,24/08/2025,03:21:41,8914.01,EUR,paiement en ligne,Fès,en ligne,Visa,mode,iOS,10,0
T000591,C8026,24/08/2025,21:11:16,2453.29,MAD,retrait,Casablanca,guichet,Amex,alimentaire,Web,3,0
T000592,C1255,24/08/2025,13:13:56,3575.0,EUR,virement,,application mobile,Cash,santé,ATM,3,0
T000593,C5804,24/08/2025,01:52:56,1098.19,MAD,paiement en ligne,Marrakech,carte,Visa,mode,Web,1,0
T000594,C2838,24/08/2025,19:10:15,,MAD,retrait,Rabat,en ligne,MasterCard,mode,ATM,10,0
T000595,C1009,24/08/2025,18:30:54,5216.28,EUR,retrait,Fès,application mobile,Amex,électronique,Web,1,0
T000596,C3871,24/08/2025,05:55:18,6097.14,MAD,paiement en ligne,Tanger,carte,Amex,santé,ATM,6,0
T000597,C9989,24/08/2025,04:57:03,2491.26,,retrait,Fès,application mobile,Cash,alimentaire,Web,1,0
T000598,C8409,24/08/2025,14:03:19,624.43,USD,paiement en ligne,Casablanca,guichet,Visa,électronique,ATM,5,0
T000599,C8418,25/08/2025,09:23:53,3940.78,MAD,retrait,Rabat,guichet,Amex,mode,Web,4,0
T000600,C6124,25/08/2025,02:25:36,2380.32,MAD,paiement en ligne,Tanger,guichet,Amex,électronique,ATM,5,0
T000601,C2015,25/08/2025,05:20:53,2234.56,MAD,retrait,Fès,en ligne,Visa,électronique,Web,7,0
T000602,C3193,25/08/2025,07:38:20,9600.63,EUR,retrait,Marrakech,carte,Amex,voyage,Android,6,1
T000603,C9415,25/08/2025,09:37:45,6182.19,EUR,paiement en ligne,Tanger,guichet,Visa,électronique,iOS,9,0
T000604,C8449,25/08/2025,03:56:44,5590.94,MAD,paiement en ligne,Tanger,en ligne,Visa,électronique,ATM,6,0
T000605,C5158,25/08/2025,19:16:54,4186.96,EUR,virement,Tanger,en ligne,Visa,santé,Web,9,0
T000606,C4925,25/08/2025,06:03:28,4318.0,MAD,paiement en ligne,Casablanca,en ligne,Cash,électronique,Android,4,0
T000607,C7970,25/08/2025,13:02:23,5432.0,EUR,retrait,Fès,en ligne,Visa,alimentaire,ATM,1,0
T000608,C7938,25/08/2025,04:15:57,6979.48,MAD,virement,Marrakech,guichet,Visa,mode,ATM,1,0
T000609,C5784,25/08/2025,22:51:03,7036.35,MAD,retrait,Marrakech,en ligne,MasterCard,santé,ATM,10,0
T000610,C5000,26/08/2025,01:29:17,1758.35,,retrait,Fès,guichet,MasterCard,électronique,iOS,7,0
T000611,C2633,26/08/2025,18:30:18,5026.12,MAD,retrait,Casablanca,guichet,,alimentaire,Web,3,0
T000612,C8266,26/08/2025,16:45:18,,MAD,virement,Marrakech,en ligne,Visa,mode,Web,2,0
T000613,C9702,26/08/2025,21:23:44,8711.74,MAD,paiement en ligne,Marrakech,guichet,MasterCard,santé,ATM,6,0
T000614,C1384,26/08/2025,11:29:57,,USD,paiement en ligne,Casablanca,carte,MasterCard,alimentaire,ATM,6,1
T000615,C1404,26/08/2025,05:52:30,5348.42,MAD,paiement en ligne,Fès,carte,Amex,électronique,ATM,7,0
T000616,C9175,26/08/2025,03:18:47,1198.18,MAD,virement,Casablanca,application mobile,Visa,voyage,Android,5,0
T000617,C3000,26/08/2025,12:35:29,6076.1,MAD,retrait,Rabat,carte,MasterCard,voyage,ATM,8,0
T000618,C6989,26/08/2025,22:48:54,1216.18,MAD,paiement en ligne,Casablanca,guichet,,santé,iOS,7,0
T000619,C2460,26/08/2025,00:17:51,,MAD,virement,Rabat,guichet,Amex,alimentaire,Web,2,1
T000620,C8190,27/08/2025,16:58:27,1471.28,EUR,paiement en ligne,Fès,carte,Amex,mode,iOS,1,0
T000621,C8140,27/08/2025,14:10:56,6936.13,USD,paiement en ligne,Fès,en ligne,Visa,alimentaire,ATM,9,0
T000622,C4636,27/08/2025,21:44:32,2102.21,MAD,retrait,Marrakech,en ligne,Visa,voyage,Android,5,1
T000623,C5809,27/08/2025,16:05:03,3949.0,MAD,paiement en ligne,Tanger,guichet,Amex,santé,ATM,5,0
T000624,C5178,27/08/2025,19:47:46,8961.96,MAD,virement,Casablanca,en ligne,Cash,électronique,ATM,10,0
T000625,C8245,27/08/2025,14:05:46,2082.95,MAD,paiement en ligne,Casablanca,application mobile,Visa,alimentaire,ATM,4,0
T000626,C7600,27/08/2025,13:10:38,,EUR,virement,Tanger,application mobile,Visa,voyage,ATM,2,0
T000627,C6997,27/08/2025,08:25:15,4221.75,MAD,retrait,Casablanca,carte,Amex,mode,ATM,5,0
T000628,C3048,27/08/2025,04:56:51,230.33,MAD,paiement en ligne,,carte,Amex,santé,Web,2,0
T000629,C5780,27/08/2025,09:49:02,7937.94,EUR,virement,Tanger,en ligne,Visa,électronique,iOS,7,0
T000630,C1716,27/08/2025,12:42:48,737.01,MAD,retrait,Fès,guichet,MasterCard,alimentaire,Android,9,0
T000631,C8939,28/08/2025,21:44:05,4768.84,EUR,paiement en ligne,,carte,Visa,mode,ATM,9,0
T000632,C6565,28/08/2025,16:58:44,,MAD,paiement en ligne,Casablanca,application mobile,MasterCard,électronique,Android,6,0
T000633,C5544,28/08/2025,18:52:18,6302.84,EUR,virement,Rabat,carte,Amex,voyage,Web,1,0
T000634,C5976,28/08/2025,09:34:45,6901.88,USD,paiement en ligne,Fès,carte,MasterCard,voyage,iOS,6,0
T000635,C4419,28/08/2025,18:04:28,2570.06,EUR,paiement en ligne,Rabat,application mobile,Cash,mode,ATM,5,0
T000636,C8239,28/08/2025,04:19:48,149.29,USD,paiement en ligne,Tanger,guichet,Amex,voyage,Web,4,0
T000637,C1249,28/08/2025,20:09:04,7248.26,MAD,paiement en ligne,Casablanca,carte,Visa,santé,Web,6,0
T000638,C9865,28/08/2025,03:05:25,,,retrait,Fès,carte,Visa,mode,iOS,6,0
T000639,C1770,28/08/2025,03:38:38,8369.37,EUR,paiement en ligne,Fès,carte,Amex,voyage,ATM,6,0
T000640,C5363,28/08/2025,17:34:00,8222.81,,paiement en ligne,Marrakech,en ligne,Amex,alimentaire,iOS,2,0
T000641,C2077,28/08/2025,03:05:40,8441.1,MAD,paiement en ligne,Rabat,carte,Cash,voyage,iOS,7,0
T000642,C9427,29/08/2025,21:45:43,4876.69,MAD,paiement en ligne,Rabat,application mobile,Amex,santé,Android,4,0
T000643,C9580,29/08/2025,19:23:24,3369.6,MAD,virement,Tanger,guichet,Visa,électronique,Android,9,0
T000644,C8901,29/08/2025,03:20:29,7926.0,,paiement en ligne,Casablanca,guichet,Cash,électronique,iOS,10,0
T000645,C5858,29/08/2025,11:41:29,4540.38,MAD,virement,Tanger,application mobile,Visa,voyage,Android,2,0
T000646,C7544,29/08/2025,21:27:06,1875.25,EUR,paiement en ligne,Fès,en ligne,MasterCard,électronique,Web,5,0
T000647,C5719,29/08/2025,02:54:27,8556.99,MAD,paiement en ligne,Marrakech,application mobile,Amex,voyage,iOS,4,0
T000648,C3814,29/08/2025,13:55:09,8831.47,MAD,virement,Marrakech,guichet,MasterCard,santé,ATM,9,1
T000649,C4374,29/08/2025,15:15:53,4689.78,MAD,paiement en ligne,Casablanca,application mobile,Visa,électronique,ATM,4,0
T000650,C2252,29/08/2025,09:24:12,803.21,MAD,retrait,Fès,en ligne,MasterCard,alimentaire,Web,8,0
T000651,C7996,29/08/2025,05:43:08,3908.87,EUR,virement,Tanger,guichet,MasterCard,voyage,ATM,8,0
T000652,C5673,29/08/2025,12:35:55,8045.2,MAD,paiement en ligne,Rabat,en ligne,Visa,électronique,ATM,6,0
T000653,C5530,30/08/2025,10:19:17,9022.65,MAD,paiement en ligne,,application mobile,Visa,santé,iOS,6,0
T000654,C7881,30/08/2025,10:56:20,2074.55,EUR,retrait,Fès,carte,Amex,santé,Web,8,0
T000655,C7949,30/08/2025,03:49:32,716.39,MAD,paiement en ligne,Casablanca,application mobile,MasterCard,alimentaire,iOS,10,0
T000656,C7241,30/08/2025,06:05:14,8779.64,MAD,paiement en ligne,Rabat,en ligne,,santé,Web,9,0
T000657,C9017,30/08/2025,17:31:55,3924.58,MAD,paiement en ligne,,application mobile,Cash,santé,iOS,5,0
T000658,C7941,30/08/2025,10:19:23,5440.52,USD,paiement en ligne,Rabat,carte,Visa,électronique,iOS,1,0
T000659,C8002,30/08/2025,14:47:06,9682.25,MAD,retrait,Tanger,en ligne,Visa,voyage,Android,1,0
T000660,C2331,30/08/2025,20:41:25,712.32,MAD,paiement en ligne,Tanger,application mobile,MasterCard,mode,ATM,2,0
T000661,C5261,30/08/2025,11:55:13,6500.76,MAD,paiement en ligne,Rabat,en ligne,Visa,santé,Web,10,0
T000662,C8648,30/08/2025,04:57:20,787.35,MAD,retrait,Casablanca,en ligne,Cash,santé,ATM,10,0
T000663,C6115,30/08/2025,17:04:02,3785.92,MAD,paiement en ligne,Marrakech,guichet,Amex,mode,Android,5,0
T000664,C5637,31/08/2025,22:25:36,8047.95,MAD,paiement en ligne,Rabat,guichet,Amex,santé,Web,4,0
T000665,C5854,31/08/2025,16:18:50,4363.05,MAD,retrait,Marrakech,en ligne,MasterCard,électronique,Android,1,0
T000666,C4177,31/08/2025,20:11:56,,,paiement en ligne,Rabat,application mobile,Amex,électronique,ATM,4,0
T000667,C8730,31/08/2025,08:32:49,5612.64,EUR,retrait,Fès,application mobile,Visa,mode,iOS,4,0
T000668,C3180,31/08/2025,20:03:41,3245.56,MAD,virement,Marrakech,application mobile,Visa,santé,Android,10,0
T000669,C5892,31/08/2025,06:21:54,2240.11,EUR,paiement en ligne,Rabat,carte,Visa,santé,Android,4,0
T000670,C8043,31/08/2025,00:16:23,3537.68,MAD,retrait,Rabat,en ligne,Visa,voyage,iOS,1,0
T000671,C1137,31/08/2025,01:27:57,3756.71,MAD,paiement en ligne,Rabat,en ligne,MasterCard,santé,ATM,9,0
T000672,C7327,31/08/2025,10:40:38,733.7,EUR,paiement en ligne,Rabat,carte,Amex,électronique,Android,3,0
T000673,C4472,31/08/2025,21:48:16,3727.26,EUR,virement,Fès,en ligne,Cash,alimentaire,ATM,4,0
T000674,C6449,31/08/2025,01:05:45,4669.17,EUR,virement,Tanger,en ligne,Amex,alimentaire,iOS,5,0
T000675,C3832,01/09/2025,05:33:00,7241.24,MAD,paiement en ligne,Rabat,carte,Visa,alimentaire,Web,7,0
T000676,C4579,01/09/2025,09:20:04,6584.46,USD,retrait,Fès,guichet,Cash,alimentaire,Android,6,0
T000677,C6971,01/09/2025,01:21:47,7102.22,MAD,virement,Marrakech,en ligne,MasterCard,santé,ATM,5,0
T000678,C5164,01/09/2025,01:09:33,133.22,EUR,virement,Rabat,carte,Visa,santé,iOS,8,1
T000679,C8941,01/09/2025,15:47:50,2215.79,USD,retrait,Rabat,application mobile,Visa,voyage,iOS,1,0
T000680,C6569,01/09/2025,06:21:11,6633.76,MAD,paiement en ligne,Tanger,guichet,Cash,santé,Android,7,0
T000681,C5300,01/09/2025,14:39:37,4865.69,EUR,paiement en ligne,Marrakech,application mobile,MasterCard,alimentaire,Web,6,0
T000682,C7269,01/09/2025,09:34:50,102.87,MAD,virement,Fès,en ligne,Cash,mode,Android,5,0
T000683,C4818,01/09/2025,16:31:06,8054.72,MAD,paiement en ligne,Fès,guichet,MasterCard,mode,ATM,7,0
T000684,C2906,01/09/2025,20:19:25,7739.46,MAD,retrait,Casablanca,carte,Visa,électronique,iOS,3,0
T000685,C7254,01/09/2025,03:45:51,5506.77,MAD,paiement en ligne,Fès,en ligne,Amex,électronique,Web,1,0
T000686,C1760,02/09/2025,21:14:55,711.31,USD,paiement en ligne,Fès,carte,Visa,santé,ATM,9,0
T000687,C8830,02/09/2025,07:20:14,7676.82,EUR,paiement en ligne,Fès,guichet,Amex,mode,Android,2,0
T000688,C8350,02/09/2025,21:51:27,5857.95,MAD,virement,Rabat,application mobile,Amex,alimentaire,iOS,10,0
T000689,C7238,02/09/2025,13:26:40,7830.5,EUR,paiement en ligne,Casablanca,en ligne,MasterCard,alimentaire,Android,3,1
